Date,Header,Content,sentiment_score
2026-05-16,"Donoghue Forlines LLC Makes New $258,000 Investment in Intel Corporation $INTC","Donoghue Forlines LLC has made a new investment of $258,000 in Intel Corporation, purchasing 7,001 shares during the fourth quarter. This adds to significant institutional ownership, with 64.53% of Intel shares now held by institutions. Despite a mixed outlook from analysts and recent stock trading down, Intel reported an earnings beat and raised revenue guidance.",0.027263
2026-05-16,Zurcher Kantonalbank Zurich Cantonalbank Lowers Stake in Apple Inc. $AAPL,"Zurcher Kantonalbank Zurich Cantonalbank reduced its stake in Apple Inc. by 2.8% during the fourth quarter, selling 254,277 shares, though Apple remains its second-largest holding at $2.42 billion. Despite this trimming, Wall Street sentiment is largely positive, with Apple receiving a ""Moderate Buy"" consensus rating and several firms raising their price targets, indicating continued confidence in the company's performance. Apple recently reported strong earnings and revenue, exceeding expectations, and authorized a new $100 billion share buyback program.",0.307165
2026-05-16,"HighRoad Wealth Advisors LLC Purchases Shares of 4,250 Apple Inc. $AAPL","HighRoad Wealth Advisors LLC acquired a new stake of 4,250 shares in Apple Inc. during the fourth quarter, valued at approximately $1.155 million, making it their 11th largest holding. This purchase follows strong quarterly results from Apple, including higher-than-expected EPS and revenue, a dividend increase, and a $100 billion share buyback authorization. Analysts maintain a ""Moderate Buy"" rating for Apple, with an average price target of $308.74, amid ongoing positive sentiment regarding its performance and strategic moves.",0.386018
2026-05-16,"Intel stock sinks on company-specific concerns, AMD caught in sector-wide sell-off","Intel (INTC) and AMD (AMD) stocks are experiencing a sell-off driven by macro-economic factors and company-specific concerns. Intel's decline is attributed to a significant drop in its server CPU market share and a smaller-than-expected foundry partnership with Apple, while AMD is caught in a market-wide de-risking as UBS flags competitive pressures in the AI server market and bubble-like valuations across the sector. Both companies, despite current losses, remain up sharply from their year-to-date lows.",-0.435128
2026-05-16,FDVV vs. NOBL: Which Dividend Stock ETF Is a Better Buy?,"This article compares two dividend stock ETFs, the Fidelity High Dividend ETF (FDVV) and the ProShares S&P 500 Dividend Aristocrats® ETF (NOBL), to help investors decide which is a better buy. While FDVV has a higher dividend yield, lower expense ratio, and better recent performance, it is heavily weighted in tech stocks. NOBL offers a portfolio of companies with a long history of growing dividends but has underperformed recently.",0.170297
2026-05-16,Apple Inc. $AAPL is Godsey & Gibb Inc.'s 2nd Largest Position,"Godsey & Gibb Inc. has maintained Apple Inc. (NASDAQ:AAPL) as its second-largest holding, despite trimming its stake by 1.9% in the fourth quarter. The iPhone maker's stock now constitutes 3.8% of the firm's portfolio. This news comes as Apple reported better-than-expected quarterly results, showing strong revenue growth and an increased quarterly dividend, fueling continued analyst optimism and higher price targets.",0.398289
2026-05-16,Tech Giants and Index Overhaul: The iShares MSCI World ETF's Contradictory Signals,"The iShares MSCI World ETF recently experienced a 1.17% slip, driven by profit-taking after reaching a record high and an extreme RSI of 94.6. Despite an upcoming index rebalancing on May 29 that will add healthcare and infrastructure names like Medline A and MasTec, the ETF remains heavily concentrated in tech mega-caps, which account for a significant portion of its assets. Investors are showing mixed signals, with short-term withdrawals contrasted by substantial net inflows over the past year, as the fund navigates between its tech-heavy performance and an expensive fee structure.",0.151966
2026-05-16,"Morningstar Investment Management Trims Apple Inc Stake by 4,300","Morningstar Investment Management LLC, managed by Sara Kasun-Fretz, recently decreased its holdings in Apple Inc (AAPL) by 4,300 shares. TipRanks' AI Analyst, Spark, rates AAPL an ""Outperform"" due to its strong profitability and cash flow, despite concerns about its valuation and potential near-term margin pressure from supply constraints and rising costs. Apple's year-to-date price performance is 9.89% with a current market cap of $4379.9B.",-0.108893
2026-05-16,Weitz Investment Trims Alphabet Class C Stake by 21K,"Weitz Investment Management, Inc. reduced its stake in Alphabet Inc. Class C (GOOG) by 21,150 shares. TipRanks' AI Analyst, Spark, rates GOOG as ""Outperform"" due to strong financial performance, AI-driven growth, and cloud demand, despite noting technically overbought conditions and a non-cheap valuation.",-0.196589
2026-05-16,Mairs & Power trims Alphabet Class C stake by 86K,"Mairs & Power Inc., managed by Bill Frels, has reduced its stake in Alphabet Inc. Class C (GOOG) by 86,359 shares. TipRanks' AI Analyst, Spark, rates GOOG as ""Outperform"" due to its strong financial performance and AI/Cloud demand, though noting overbought conditions and a non-cheap valuation. GOOG has shown a YTD price performance of 26.66% and has a current market cap of $4838.1 billion.",-0.190898
2026-05-16,Overheated RSI and a Historic IPO: The iShares MSCI World ETF's Pivotal June (),"The iShares MSCI World ETF (URTH) is facing a pivotal June, grappling with an extremely overbought RSI and significant structural changes. The imminent IPO of SpaceX, potential S&P 500 rule changes for accelerated inclusion, quarterly rebalancing, and new free-float methodology are all set to cause major capital reallocations. Additionally, new healthcare tariffs and increasing fee competition for BlackRock add further pressure on the fund, even as investors continue to pour money into it.",-0.266491
2026-05-16,"Headline News about Match Group, Inc. - Common Stock","This article provides a compilation of headline news and analyst opinions concerning Match Group, Inc. (NASDAQ: MTCH) from May to July 2022. It covers various topics including analyst ratings, market performance, news related to the social media and dating app sectors, and updates on company-specific events like legal settlements. The collection reflects the ongoing financial and industry-related developments impacting Match Group during that period.",0.083671
2026-05-16,"Earnings call transcript: Emerson Electric Q2 2026 shows EPS beat, revenue miss","Emerson Electric (EMR) reported a mixed Q2 2026, with EPS of $1.54 beating expectations but revenue of $4.56 billion missing forecasts due to geopolitical tensions in the Middle East. Despite the revenue miss, the company's stock surged over 9% in after-hours trading, reflecting investor confidence in its operational resilience and strong performance in segments like Test & Measurement and Ovation. Emerson lowered its full-year sales guidance due to the Middle East conflict but raised its EPS forecast, demonstrating optimism about future growth driven by its growth verticals and AI-driven solutions.",0.268444
2026-05-16,55 North Private Wealth LLC Takes $5.60 Million Position in Apple Inc. $AAPL,"55 North Private Wealth LLC has acquired a new stake in Apple Inc. valued at approximately $5.6 million, making Apple its 13th largest holding. This investment follows strong quarterly results from Apple, which reported earnings and revenue that exceeded expectations and an increased dividend. While institutional ownership remains high, some insiders have recently sold shares, though analysts maintain a ""Moderate Buy"" rating with a target price around $308.74.",0.343214
2026-05-16,"Invesco KBW High Dividend Yield Financial ETF To Go Ex-Dividend On May 18th, 2026 With 0.14092 USD Dividend Per Share","The Invesco KBW High Dividend Yield Financial ETF (KBWD.US) is scheduled to go ex-dividend on May 18th, 2026, distributing $0.14092 per share to shareholders of record on the same date. The dividend payment is expected on May 22nd, 2026. The article also provides general definitions of cash and stock dividends for informational purposes.",0.137676
2026-05-16,"Arnold Financial Planning LLC Buys Shares of 3,734 Apple Inc. $AAPL","Arnold Financial Planning LLC has acquired 3,734 shares of Apple Inc. (NASDAQ:AAPL) in the fourth quarter, representing a new stake worth approximately $1.015 million. This investment makes Apple the firm's 15th-largest holding, accounting for 1.0% of its total holdings. The purchase follows Apple's strong Q4 performance, which saw EPS and revenue exceed analyst expectations, a 16.6% year-over-year revenue increase, and a raised quarterly dividend.",0.311284
2026-05-16,"Emissary Wealth LLC Purchases Shares of 16,710 Apple Inc. $AAPL","Emissary Wealth LLC initiated a new position in Apple Inc. during the fourth quarter, acquiring 16,710 shares valued at approximately $4.54 million, making it their 8th largest holding. Institutional investors now own 67.73% of Apple, despite some insider selling by CEO Timothy Cook and CFO Kevan Parekh. The company recently beat earnings expectations, reported $2.01 EPS on $111.18 billion in revenue, and increased its quarterly dividend to $0.27 per share, maintaining a ""Moderate Buy"" consensus rating from analysts with a target price of $308.74.",0.30862
2026-05-16,Index Overhaul Meets a 94.6 RSI: The iShares MSCI World ETF's Stress Test,"The iShares MSCI World ETF (URTH) is facing a critical period with upcoming index adjustments, inflation concerns, and an extremely high Relative Strength Index (RSI) of 94.6, indicating it's technically overbought. This combination creates a high risk for significant volatility during routine rebalancing. Despite strong past performance driven by tech mega-caps and net inflows, the fund's concentration and technical indicators suggest little room for unexpected shifts, while fee competition adds further pressure.",0.166165
2026-05-16,iShares MSCI World ETF: Index-Anpassung am 29. Mai,"The iShares MSCI World ETF has experienced a slight downturn after reaching a new record high, with investors now focusing on the upcoming index adjustment on May 29th. This adjustment will introduce new heavyweights, particularly in the health and infrastructure sectors, shifting the index's focus from its current dominance by technology stocks. Despite short-term outflows, the ETF has seen significant long-term inflows, though its fee structure remains a point of criticism compared to competitors.",0.058205
2026-05-17,Why MP Materials (MP) Is Down 9.1% After Apple Magnet Deal And Wider Expansion Update – And What's Next,"MP Materials reported first-quarter 2026 sales of US$90.65 million and a net loss of US$7.97 million, while also announcing a US$500 million rare earth magnet and recycling partnership with Apple. The company is undergoing significant expansion, including commissioning heavy rare earth separation at Mountain Pass, which presents both opportunities for growth and risks related to execution, cost control, and customer concentration. The Apple deal strengthens demand for MP's products but highlights the challenge of simultaneously ramping up multiple U.S. facilities.",0.005462
2026-05-17,FRDD/Direxion Daily F Bear 1X ETF - 今日股價行情與走勢圖-股市爆料同學會,"This article focuses on the Direxion Daily F Bear 1X ETF (FRDD) and provides its current stock price performance and chart. It also features discussions from investors on various topics, including personal financial struggles after investment losses, concerns about the stock market's direction, and specific stock queries like those related to Innolux (群創). The content reflects a community platform where investors share insights and seek advice on market trends and personal financial situations.",0.019152
2026-05-17,Gateway Wealth Partners Increases EEMA ETF Position by $17.46 Million in Q1 2026 - News and Statistics,"Gateway Wealth Partners, LLC increased its stake in the iShares MSCI Emerging Markets Asia ETF (EEMA) by 174,232 shares, valued at $17.46 million, during Q1 2026, signaling a bullish outlook. EEMA, which tracks the MSCI Emerging Markets Asia Index, represents 1.28% of Gateway's 13F assets under management. The ETF has performed strongly, returning 49.9% over the past year, but has a relatively high expense ratio and significant concentration in Chinese and Taiwanese companies.",0.211725
2026-05-17,QARP ETF volume surges 12x as Nvidia eyed,"The Xtrackers Russell 1000 US Quality at a Reasonable Price ETF (QARP) experienced a significant surge in trading volume, reaching 12 times its daily average. This surge is likely driven by investor interest in its core holdings, which include major tech companies like Nvidia, Apple, and Amazon. Nvidia, in particular, is attracting attention due to anticipated strong earnings and demand for its AI GPUs.",0.402893
2026-05-17,T-REX二倍做多Apple每日目標主動型ETF-AAPX-ETF報酬比較,"This article provides a comprehensive overview of the T-REX Daily 2X Long Apple Targeted Active ETF (AAPX), focusing on its performance comparisons. It details various financial metrics such as opening price, last traded price, daily change, trading volume, and total assets under management, along with historical performance data like annualized return and standard deviation. The page serves as a detailed informational hub for potential investors looking into this specific Apple-leveraged ETF.",0.041048
2026-05-17,T-Mobile is giving away the Apple iPhone 17 for free — how to claim this weekend,"T-Mobile has released new deals offering the iPhone 17, iPhone 17 Pro, and iPhone 17e for free, either by switching carriers and trading in an eligible phone or by trading in an eligible phone on specific plans. The value is applied as 24 monthly bill credits, though taxes and a device connection fee still apply. These offers aim to attract new customers and provide an opportunity to upgrade to the latest iPhone lineup.",0.200044
2026-05-17,Arm Holdings is said to face FTC antitrust probe over chip licensing practices (ARM:NASDAQ),Arm Holdings is reportedly under a U.S. antitrust investigation by the Federal Trade Commission. The probe focuses on whether Arm is leveraging its dominant position in chip licensing to disadvantage rivals as it expands into designing its own chips. This investigation could impact Arm's licensing practices and its relationships with industry partners like Qualcomm and Apple.,-0.27901
2026-05-17,iShares S&P 500 ETF vs. Russell 2000 Growth: Is Large-Cap Stability or Small-Cap Growth the Better Buy?,"This article compares the iShares Core S&P 500 ETF (IVV) and the iShares Russell 2000 Growth ETF (IWO), evaluating their expense ratios, dividend yields, performance, and risk profiles. IVV offers stability, lower costs, and higher dividends from large-cap stocks, while IWO provides higher growth potential and increased volatility with small-cap growth stocks. The choice between them depends on an investor's preference for stability versus higher potential returns.",0.283142
2026-05-17,Low Volatility ETF (FDLO) Touches a New 52-Week High,"The Fidelity Low Volatility Factor ETF (FDLO) has reached a new 52-week high, climbing 16.4% from its 52-week low. This surge is attributed to investors shifting towards defensive, low-beta quality equities amidst inflation spikes and the Middle East crisis, as well as the fund's significant holdings in mega-cap technology companies benefiting from AI-driven momentum. FDLO holds a positive weighted alpha of 15.17, suggesting potential for further gains.",0.364793
2026-05-17,CreativeOne Wealth Acquires $54.9M Stake in iShares International Country Rotation Active ETF,"CreativeOne Wealth has reported a new position, acquiring 1,708,547 shares valued at $54.93 million, in the iShares International Country Rotation Active ETF. This ETF, which launched in December 2024 and manages $3.7 billion in net assets, posted a 30% gain over the past year, outperforming the S&P 500, by actively managing investments across international country markets, with current significant exposure to Japan, Canada, the UK, South Korea, and China.",0.180423
2026-05-17,"Tim Cook Finds Purpose, OpenAI-Apple Relationship Sours, Intel Strikes Deal: This Week In Appleverse","This article provides a recap of recent news involving Apple, including CEO Tim Cook's insights on purpose, a reported souring relationship between OpenAI and Apple, and a new partnership between Apple and Intel to address supply chain issues. Additionally, it highlights the introduction of end-to-end encrypted RCS messaging by Apple and Google, and mentions other stock recommendations.",0.224909
2026-05-17,QQQ ETF vs S&P 500: Should You Choose Tech or a Broad-Market Fund? - News and Statistics,"This article analyzes whether investors should choose the tech-heavy Invesco QQQ ETF or a broad-market S&P 500 index fund. While QQQ has historically outperformed the S&P 500 due to its significant tech holdings, the article cautions that past performance does not guarantee future results. It advises that concentrating on tech stocks might not be suitable for all investors, suggesting many long-term investors may be better off with an S&P 500 fund.",0.308175
2026-05-17,Intel Corporation $INTC Stock Position Lifted by iA Global Asset Management Inc.,"iA Global Asset Management Inc. increased its stake in Intel Corporation by 17% in the fourth quarter, bringing its total holdings to 593,043 shares valued at approximately $21.9 million. Other institutional investors also added to their positions, with hedge funds and institutional investors now owning 64.53% of the stock. Despite a recent beat on quarterly earnings, Intel faces mixed sentiment from analysts and competitive pressures from AMD and Arm, alongside broader chip-stock volatility.",-0.075428
2026-05-17,"Benchmark Financial LLC Purchases Shares of 2,009 Apple Inc. $AAPL","Benchmark Financial LLC acquired 2,009 shares of Apple Inc. (NASDAQ:AAPL) during the fourth quarter, a new stake valued at approximately $546,000. Apple recently reported strong quarterly earnings, surpassing analyst expectations with $2.01 EPS and $111.18 billion in revenue, and increased its quarterly dividend. The company maintains a ""Moderate Buy"" analyst rating with an average price target of $308.74.",0.469685
2026-05-17,Apple Inc. $AAPL Shares Bought by Measured Risk Portfolios Inc.,"Measured Risk Portfolios Inc. significantly increased its stake in Apple Inc. during the fourth quarter, purchasing an additional 2,114 shares and making Apple its fourth-largest holding. This comes as Apple reported strong quarterly results, exceeding EPS and revenue expectations, and subsequently raised its quarterly dividend. The article also details other institutional investor activity, Apple's financial metrics, and recent analyst ratings, highlighting a generally positive sentiment towards the stock.",0.403855
2026-05-17,PFG Advisors Cuts Stock Holdings in Apple Inc. $AAPL,"PFG Advisors significantly reduced its stake in Apple Inc. by 30.6% in the fourth quarter, selling 68,245 shares, though Apple still represents its fourth-largest holding. This comes as Apple reported strong quarterly earnings, exceeding analyst expectations, and increased its quarterly dividend. Despite the reduction by PFG Advisors, Apple maintains a ""Moderate Buy"" rating from analysts with a positive average price target, driven by strong iPhone demand and growth in its Services segment.",0.343888
2026-05-17,Berkshire Hathaway Inc. Class B Trade Ideas — BOATS:BRK.B,"This article compiles several trade ideas and technical analyses for Berkshire Hathaway Inc. Class B shares (BRK.B), offering diverse perspectives on its current market position. Analyses cover recent investment portfolio changes, such as a new position in Alphabet, alongside various technical indicators like trendlines, moving averages, and volume profiles, to predict potential price movements. The ideas range from bullish forecasts based on breakouts and support levels to discussions of recent pullbacks as potential buying opportunities, reflecting the varied strategies and outlooks of different traders and analysts.",0.093029
2026-05-17,Innovator股票管理100緩衝主動型ETF-BFRZ-ETF持股狀況,"This article provides a detailed breakdown of the holdings for the Innovator Equity Managed 100 Buffer Active ETF (BFRZ). It includes a sector-wise distribution of investments as of March 31, 2026, and a list of top individual stock holdings with their respective investment percentages and share counts as of April 30, 2026. The financial data reveals significant allocations to information technology and major tech companies.",0.138752
2026-05-17,Alphabet Inc. Class A Trade Ideas — BVC:GOOGL,"This article compiles various trading ideas and analyses for Alphabet Inc. (GOOGL) stock from different traders. A recurring theme is the potential for GOOGL's upside, driven by its AI advancements, diverse revenue streams, and perceived undervaluation, despite recent short-term bearish pressures from competition and regulatory concerns. Technical analysis and price targets vary, with many suggesting long positions but also highlighting key support and resistance levels to watch.",0.160845
2026-05-17,FDVV vs HDV: Fidelity High Dividend ETF and iShares Core High Dividend ETF Comparison - News and Statistics,"This article compares two high dividend ETFs, the Fidelity High Dividend ETF (FDVV) and the iShares Core High Dividend ETF (HDV). While FDVV has shown strong past performance due to its significant allocation to tech stocks like Nvidia and Apple, its portfolio contains many low-yielding stocks for a ""high dividend"" fund. HDV, on the other hand, presents a more traditional dividend portfolio with larger allocations to consumer staples and energy, potentially making it a more suitable choice for dividend-focused investors in the future.",0.211507
2026-05-17,QQQM ETF: Tech Sector Dominance and Diversified Exposure in 2026 - News and Statistics,"This article highlights the continued dominance of the technology sector in global markets, noting that it has been the leading force for the past decade. It recommends the Invesco Nasdaq 100 ETF (QQQM) as a practical investment option for tech exposure, despite it not being a pure-play tech ETF, given that technology companies comprise over 63.6% of its holdings. The article details QQQM's top holdings and their performance, emphasizing the ETF's diversified approach to tech investing which offers a hedge through exposure to various tech sub-sectors beyond just AI.",0.386614
2026-05-17,Bridgewater’s Ray Dalio Boosts Apple Inc Stake by 274K Shares,"Ray Dalio's Bridgewater Associates significantly increased its stake in Apple Inc. (AAPL) by 274,021 shares. Spark, TipRanks’ AI Analyst, rates AAPL as ""Outperform"" due to its strong profitability and cash flow, despite concerns about its valuation and potential near-term margin pressures from supply constraints and rising costs.",0.172244
2026-05-17,Alphabet Inc. Class A Trade Ideas — BCS:GOOGLCL,"This article compiles various trading ideas and analyses for Alphabet Inc. Class A (GOOGL) from multiple contributors on TradingView, covering technical analysis, options positioning, and fundamental drivers. Many ideas focus on potential breakout points, support/resistance levels, and target prices, often with differing bullish or bearish short-term outlooks. Several analyses highlight the significance of upcoming AI developments like Gemini 3 as a fundamental catalyst for Google's stock performance.",0.259259
2026-05-17,"Brighton Jones LLC Buys 31,280 Shares of Apple Inc. $AAPL","Brighton Jones LLC increased its stake in Apple Inc. by 5.9% in the fourth quarter, purchasing an additional 31,280 shares to bring its total holdings to 565,008 shares valued at $153.6 million. Apple now constitutes the firm's third-largest holding, making up about 5.7% of its investment portfolio. The article highlights strong institutional support for Apple, consistent positive analyst ratings with a ""Moderate Buy"" consensus and an average price target of $308.74, and solid financial performance, including beating earnings and revenue estimates and raising its dividend.",0.235382
