title,date,stock
ExxonMobil Raises Estimate For Resources In Stabroek Block To 5B+ Oil-Equivalent Barrels,2018-12-03,XOM
Exxon Seeks Sale of 6.8% Stake in Azeri Oil Field,2018-12-04,XOM
Cushing Enters ETF Space With MLP-Related Sector Funds,2018-12-07,XOM
Raymond James: Higher Oil Prices Are Bad News For Exxon Investors,2018-12-11,XOM
"Bulls & Bears Of The Week: Apple, AT&T, Exxon, Starbucks And More",2018-12-16,XOM
"In Letter To US Environmental Protection Agency, Exxon Mobil Says Opposes Weakening Obama-Era Methane Rules, Wants EPA To Maintain 'Key Elements' Of Underlying Regulation",2018-12-18,XOM
ExxonMobil Secured A US Hardship Waiver From Biofuel Laws,2018-12-19,XOM
"Societe Generale Maintains Buy on Exxon Mobil, Lowers Price Target to $84",2018-12-19,XOM
"Day After: Still Digesting Big Sell-Off After Rate Decision, Awaiting Nike Earnings",2018-12-20,XOM
"Iraq's Oil Minister Says ExxonMobil, CNPC Meeting With Oil Ministry Team To Discuss Proposals Made By Iraqi Oil Ministry Over Energy Project In South",2018-12-26,XOM
Bank of America's Favorite Stock Ideas For 2019,2018-12-27,XOM
Mike Khouw Sees Unusual Options Activity In Exxon Mobil,2018-12-28,XOM
Hearing Venezuelan President Maduro Says Country's Armed Forces Will Defend Its Territory 'At Any Cost' And Won't Accept Exxon Mobil Corp Sending Oil Exploration Vessels Into Venezuelan Seas,2018-12-28,XOM
Robert Kricheff Discusses Changing Valuation Models In New Book 'That Doesn't Work Anymore',2019-01-04,XOM
"Barron's Picks And Pans: Apple, Exxon, Morgan Stanley And More",2019-01-06,XOM
"Jim Cramer Gives His Opinion On Barrick Gold, Exxon, Nike And More",2019-01-16,XOM
How To Approach Q4 Earnings: The Corporate Perspective,2019-01-16,XOM
"ExxonMobil, Renewable Energy Group Partner with Clariant to Advance Cellulosic Biofuel Research",2019-01-23,XOM
ExxonMobil Reports Will Proceed With New Crude Unit As Part Of Beaumont Refinery Expansion,2019-01-29,XOM
"ExxonMobil And Joint Venture Partners, PetroVietnam And PetroVietnam Exploration Production Corporation, Announce Expansion OF Vietnam Plans",2019-01-30,XOM
"ExxonMobil, Plains All American, Lotus Midstream Report Will Proceed With Wink To Webster Pipeline",2019-01-30,XOM
Exxon Mobil Q4 Earnings Preview,2019-01-31,XOM
How To Approach Q4 Earnings: The Analyst Perspective,2019-01-31,XOM
TechnipFMC Awarded a Large Contract for ExxonMobil Refinery Expansion Project in the USA,2019-01-31,XOM
ConocoPhillips To Sell Its Stake In The Texas Golden Pass Liquefied Nat Gas Facility,2019-02-01,XOM
"Earnings Scheduled For February 1, 2019",2019-02-01,XOM
"12 Stocks To Watch For February 1, 2019",2019-02-01,XOM
"Qatar, ExxonMobil To Proceed With $10B Golden Pass Liquefied Nat Gas Export Project In Texas",2019-02-01,XOM
Exxon Mobil Q4 EPS $1.41 Beats $1.17 Estimate,2019-02-01,XOM
Exxon Mobile shares are trading higher after the company reported Q4 EPS of $1.41 versus the $1.17 analyst estimate.,2019-02-01,XOM
Exxon Mobil CEO Darren Woods Says Anticipates An Economic Growth Slowdown,2019-02-01,XOM
35 Stocks Moving In Friday's Pre-Market Session,2019-02-01,XOM
Mid-Morning Market Update: Markets Rise; Exxon Mobil Earnings Top Estimates,2019-02-01,XOM
"Jobs Report Beats Expectations, Adding To Week Of Market-Boosting Economic News",2019-02-01,XOM
Mixed Signals From Payrolls Data Helps Put The Brakes On Market Momentum,2019-02-01,XOM
Mid-Afternoon Market Update: Crude Oil Up Over 2%; Celestica Shares Fall On Earnings Miss,2019-02-01,XOM
Mid-Day Market Update: Digi International Jumps Following Upbeat Earnings; Vedanta Shares Plunge,2019-02-01,XOM
The FreightWaves Oil Report: Sorting Out What The Venezuela Sanctions Mean For The Market,2019-02-04,XOM
Best Sector ETFs For February: Let's Get Cyclical,2019-02-04,XOM
"ConocoPhillips 'Exhibiting Capital Discipline,' Goldman Sachs Says In Upgrade",2019-02-04,XOM
"Highlight Reel Looks Light: Alphabet Reporting Later, But Early Action A Bit Slow",2019-02-04,XOM
"Port Report: Refiner Inaction Seen Ahead Of IMO 2020, But Some Planning For New Fuel Rules",2019-02-04,XOM
ExxonMobil Highlights 2 New Discoveries Offshore Guyana,2019-02-06,XOM
Exxon Beaumont Is Said To Shut Larger Crude Unit After Leak,2019-02-07,XOM
"Hearing CalPERS Reduced Holdings In Apple, Amazon, Microsoft, Exxon Mobil, JP Morgan, Facebook And NVIDIA In Q4",2019-02-08,XOM
Inexpensive Stocks Found In This Sector,2019-02-11,XOM
"Macquarie Upgrades Exxon Mobil to Outperform, Announces $83 Target",2019-02-14,XOM
"Benzinga's Top Upgrades, Downgrades For February 14, 2019",2019-02-14,XOM
ExxonMobil Announces Partnership With Microsoft For Its Permian Basin Operations,2019-02-22,XOM
"New York State Comptroller Disclosed A Resolution Asking ExxonMobil To Disclose Short-, Medium-, Long-Range Targets For Greehouse Gas Emissions",2019-02-25,XOM
"Exxonmobil Adds 4.5 Billion Barrels To Reserves; Exxonmobil Proved Reserves Totaled 24.3B Oil-Equivalent Barrels At Year-End 2018, Reserves Life At Current Production Rates Is 17 Years",2019-02-26,XOM
Exxon Adds Veteran Oil Traders In Houston As It Bulks Up Trading,2019-02-27,XOM
ExxonMobil Reports Will Expand Polypropylene Capacity Production Unit In Baton Rouge To 450K Tons/Year,2019-03-01,XOM
Best Sector ETFs For March: Last Year's Laggards Have Their Day,2019-03-03,XOM
"ExxonMobil to Increase, Accelerate Permian Output To 1M Barrels/Day By 2024",2019-03-05,XOM
Exxon Mobil Sees Total Earnings Potential Of $25.1B In 2020,2019-03-06,XOM
Exxonmobil Sees Earnings Growth By More Than $4B From 2019 To 2020,2019-03-06,XOM
"ExxonMobil Updates Growth Plans, Announces Guidance; Co. Expects $60B Annual Cash Flow From Operations In 2025",2019-03-06,XOM
"As Oil Gains On Sanctions, OPEC Cuts, Stocks Continue Looking For A Catalyst",2019-03-07,XOM
Going Gaga For Gushers: Oil Producers Set To Boost Permian Basin Production,2019-03-07,XOM
"Benzinga's Top Upgrades, Downgrades For March 8, 2019",2019-03-08,XOM
Cowen & Co. Downgrades Exxon Mobil to Market Perform,2019-03-08,XOM
Shares of several oil and gas companies are trading lower after the Norwegian government announced that its $1 trillion sovereign wealth fund would start to divest its 134 oil and gas positions.,2019-03-08,XOM
"Boeing Dragging Down DJIA, But Signs Of Positive Action Elsewhere On Data, China",2019-03-11,XOM
"Exxon Mobil Expresses Interest In Bidding In Israel'S Coming Auction Of Offshore Natural Gas Blocks; Co. Met With Israeli Energy Minister At Ceraweek Conference In Houston, Visited Auction Data Center In Jerusalem In Recent Weeks",2019-03-13,XOM
Fire Reported At Petrochemicals Plant Near Deer Park,2019-03-18,XOM
PreMarket Prep Opening NYSE Imbalance Update: Walmart 113k Shares To Sell; ExxonMobil 60k To Sell; Chevron 41k To Sell; P&G 40k To Sell; Coca-Cola 52; Morgan Stanley 40k To Sell; Alibaba 49k To Sell; Disney 100k To Buy; General Electric 83k To Sell,2019-03-20,XOM
Anadarko Says Mozambique Liquefied Nat-gas Project Will Need ~16 LNG Tankers,2019-03-21,XOM
Supply Chain Business Accelerator Plays To Win,2019-03-26,XOM
Best Sector ETFs For April: Trying Avoid April Showers,2019-04-01,XOM
Morgan Stanley Initiates Coverage On Exxon Mobil with Equal-Weight Rating,2019-04-01,XOM
"Benzinga's Top Upgrades, Downgrades For April 1, 2019",2019-04-01,XOM
Shares of several oil stocks are trading higher on strength in the underlying commodity amid declining Iranian oil supply and US sanctions on Venezuela.,2019-04-01,XOM
"ExxonMobil Invests in Singapore Integrated Complex to Upgrade Product Slate to Higher-Value Lube Base Stocks, Distillates",2019-04-02,XOM
Exxon Consiiders Sale of Nigerian Oil and Gas Fields for up to $3B,2019-04-02,XOM
The Bearish Case On A Big Energy ETF,2019-04-03,XOM
"Wells Fargo Maintains Market Perform on Exxon Mobil, Raises Price Target to $80",2019-04-03,XOM
Port Report: Shipowners To Rely On Oil Majors More Than Ever To Meet IMO 2020 Goals,2019-04-04,XOM
ExxonMobil Singapore Plant Upgrade Will Produce More Sulfur-Free Fuel,2019-04-05,XOM
Shares of several companies in the oil and oil services sector are trading higher as oil prices continue to rise due to OPEC cuts and geopolitical risks stemming from Libya and Venezuela.,2019-04-05,XOM
Tudor Pickering Initiates Coverage On Exxon Mobil with Hold Rating,2019-04-08,XOM
"Benzinga's Top Upgrades, Downgrades For April 8, 2019",2019-04-08,XOM
PreMarket Prep Opening NYSE Imbalance Update: GE 652k Shares To Sell; ExxonMobil 66k Shares To Sell; BofA 123 To Sell; Citi 52k To Sell; P&G 40k sell; J&J 41k To sell; Pfizer 96k To Sell,2019-04-09,XOM
"These Are The Best Energy Stocks To Own Right Now, According To This AI Model",2019-04-12,XOM
Winter Is Over: Is It Time To Buy Natural Gas?,2019-04-12,XOM
FreightWaves Oil Report: The Numbers Don't Lie; The Market Is Getting Tighter,2019-04-15,XOM
This ETF Could Benefit From Energy M&A,2019-04-15,XOM
ExxonMobil Wins Three Blocks In Argentina Offshore Bid Round; Co. Adding ~2.6M Net Acres To Upstream Holdings In Country,2019-04-16,XOM
Losing Energy: Sector Could See Earnings Fall In Q1 In Challenging Environment,2019-04-17,XOM
ExxonMobil Announces 13th Discovery Offshore Guyana,2019-04-18,XOM
ExxonMobil Reports Signing Of 20-Year Liquefied Natural-Gas Deal With Zhejiang Energy; Zheijiang Will Receive 1M Metric Tons Of LNG/Year Over 20 Years,2019-04-22,XOM
Shares of several oil stocks are trading higher on an increase in the price of crude oil due to an expected announcement from the US that buyers of Iranian oil need to end imports or face sanctions.,2019-04-22,XOM
"As Earnings Season Rolls On, Many Companies Have Beaten Expectations",2019-04-22,XOM
"UPDATE: ExxonMobil Raises Exploration Acreage In Namibia By 7M Net Acres For NAMCOR Blocks 1710, 1810, 1711, 1811A",2019-04-24,XOM
"ExxonMobil Reports Purchase Of More Exploration Acreage Offshore Namibia, No Terms Disclosed",2019-04-24,XOM
Exxon Mobil Raises Quarterly Dividend From $0.82 To $0.87/Share,2019-04-24,XOM
"ExxonMobil Reports Final Decision To Expand Fawley, UK Refinery, Will Increase Production Of Ultra-Low Sulfur Diesel By ~45%, Or 38K Barrels/Day",2019-04-24,XOM
Shares of several companies in the oil sector are trading lower amid a drop in oil prices after the Energy Information Administration reported a rise in crude inventories.,2019-04-24,XOM
"Intel Guidance Disappoints, But Earnings Season Overall Has Surprised To Upside",2019-04-26,XOM
"10 Stocks To Watch For April 26, 2019",2019-04-26,XOM
Exxon Mobil shares are trading lower after the company reported worse-than-expected Q1 EPS and sales.,2019-04-26,XOM
"Earnings Scheduled For April 26, 2019",2019-04-26,XOM
"Shares of several oil and gas companies are trading lower amid concerns OPEC members will raise output to counter the supply decrease caused by Iran sanctions. Additionally, Exxon Mobil reported worse-than-expected Q1 EPS and sales.",2019-04-26,XOM
"Exxon Mobil Q1 EPS $0.55 Misses $0.78 Estimate, Sales $63.63B Miss $64.29B Estimate",2019-04-26,XOM
Exxon Says Refining Margins Are 'Improving' On Stronger Gasoline Demand;  Says It Is Running 46 Drilling Rigs In The Permian Basin And Will Reach 55 Rigs By Year End,2019-04-26,XOM
Headline Edge: Is The Surge In Oil Price Revving Up or Running On Empty?,2019-04-30,XOM
"Jim Cramer Weighs In On Exxon, Delta Air Lines And More",2019-05-02,XOM
Exxon Mobil Anticipates An Investment Level Of Approximately $30B In 2019,2019-05-02,XOM
New York State Comptroller Thomas Dinapoli Says New York State Common Retire Fund Has Urged ExxonMobil Shareholders To Vote For Proposal On Independent Chair,2019-05-03,XOM
ExxonMobil to Proceed With Liza Phase 2 Development Offshore Guyana,2019-05-03,XOM
"Iraq's Mahdi Says Nation Close To Signing A Deal With ExxonMobil, PetroChina For Energy Megaproject In South Iraq",2019-05-07,XOM
"UPDATE: Iraq's Mahdi Says Deal With ExxonMobil, PetroChina ~$53B, Will Last For 30 Years",2019-05-07,XOM
"Shares of several companies in the oil sector are trading lower as renewed US-China trade tensions have caused concern over the future of oil demand, driving oil prices down.",2019-05-07,XOM
Q2 Earnings Estimates Perk Up In This Sector,2019-05-07,XOM
ExxonMobil Reports $100M Investment On Lower-Emissions R&D With US National Labs,2019-05-08,XOM
"Shares of several oil companies are trading lower as oil prices fall. US-China trade concerns have caused concern over global oil demand outlook, outweighing the positive effect of falling US crude stockpiles.",2019-05-09,XOM
"Benzinga's Top Upgrades, Downgrades For May 13, 2019",2019-05-13,XOM
HSBC Downgrades Exxon Mobil Corporation Common Stock to Hold,2019-05-13,XOM
"Shares of several oil and oil services companies are trading higher as oil prices rise. Armed attacks on Saudi pumping stations have caused supply uncertainty, while renewed US-China trade optimism has boosted demand outlook.",2019-05-14,XOM
"Morgan Stanley Maintains Equal-Weight on Exxon Mobil Corporation Common Stock, Lowers Price Target to $85",2019-05-16,XOM
"Jim Cramer Weighs In On Nektar, L Brands And More",2019-05-22,XOM
Shares of many oil and gas companies are trading lower after companies in the industry struggle to secure new investment funds following a couple of fund managers reorienting their priorities towards alternative forms of energy.,2019-05-22,XOM
Shares of several oil and gas companies are trading lower on continued US-China trade tension after the Trump administration said it would add up to 5 more Chinese surveillance companies to the blacklist.,2019-05-23,XOM
Refiners Poised for Boost from Clean-Fuel Rules,2019-05-26,XOM
"Top 10 Most Oversold Stocks Via Benzinga Pro's Radar Tool For Tue., May 28, 2019",2019-05-28,XOM
"Shares of several companies in the oil sector are trading lower as US-China trade tensions raise concerns of economic slowdown, offsetting the positive effects of tight supply.",2019-05-29,XOM
"ExxonMobil Says Plans On Track To More Than Double Earnings, Cash Flow Potential By 2025",2019-05-29,XOM
"UPDATE: ExxonMobil Says Work Continues On Lower-Emissions Technologies, Including Biofuels, Carbon Capture",2019-05-29,XOM
Exxon Mobil Remains On Track To More Than Double Earnings By 2025,2019-05-29,XOM
UPDATE: ExxonMobil Says Key Projects Are Progressing On Schedule,2019-05-29,XOM
Shares of several oil and gas companies are trading lower after oil prices fell following a report from the USA EIA showing smaller-than-expected crude oil and gas inventory draws.,2019-05-30,XOM
Shares of several oil companies are trading higher as oil prices rise after Saudi Arabia indicated OPEC producers will continue to limit oil output in order to avoid a surplus.,2019-06-03,XOM
Shares of several oil and gas companies are trading lower after EIA reported a large build in US crude oil inventories.,2019-06-05,XOM
"May Job Flowers Didn't Sprout, Pressuring Market As Fed Impact Mulled",2019-06-07,XOM
This Day In Market History: Compaq Buys Digital Equipment,2019-06-11,XOM
'Fast Money' Traders Share Their Catch-Up Picks,2019-06-12,XOM
"With Concerns Mounting, FuelCell Wins Deal With Exxon Mobil",2019-06-12,XOM
"FuelCell Energy Reports License Deal With ExxonMobil Research And Engineering Co., Effective Jun. 11, 2019",2019-06-12,XOM
"Shares of several oil and gas companies are trading higher after reports of two oil tankers being attacked in the Gulf of Oman, causing fear of the Gulf being shut down, which would cause an oil shortage.",2019-06-13,XOM
"As Oil Prices Jump, Energy Shares Help Fuel Market Rally",2019-06-13,XOM
A Better Way To Think About Energy ETFs,2019-06-19,XOM
Shares of several oil and gas companies are trading higher after a massive explosion was reported at an oil refinery in Philadelphia; which could lead to supply decrease that would raise the price of oil.,2019-06-21,XOM
Shares of several oil companies are trading higher after IEA reported a much larger-than-expected draw in crude oil inventories.,2019-06-26,XOM
Iraqi Oil Minister Says Exxon has Completed Staff Evacuation from Iraq,2019-06-27,XOM
"W&T Offshore Reports Purchase, Sale Deal With ExxonMobil To Buy Interests In, Operatorship Of Oil, Gas Producing Properties In Eastern Region Of Gulf Of Mexico For $200M",2019-06-27,XOM
Exxon Mobil Says Changes in Liquids Prices to Positively Impact Q2 Earnings by $400M-$600M,2019-07-01,XOM
"What The OPEC, OPEC+ Deal Means For Oil Investors",2019-07-02,XOM
"Shares of several Oil and Gas companies are trading lower as concerns that the global economy could be slowing outweigh news of an agreement by OPEC and allies, including Russia, to extend supply cuts until next March.",2019-07-02,XOM
Gasping For Energy: Sector Tries To Mount Q2 Earnings Recovery,2019-07-09,XOM
"New Orleans May Face Daunting Tropical Storm, More Flooding This Week",2019-07-10,XOM
Exxon Mobil Removed Non-Essential Personnel From Three Gulf Of Mexico Platforms,2019-07-10,XOM
Tropical Storm Barry Already Impacting Gulf Oil Production,2019-07-11,XOM
"Morgan Stanley Maintains Equal-Weight on Exxon Mobil, Lowers Price Target to $83",2019-07-12,XOM
Talking Technicals On This Energy ETF,2019-07-16,XOM
10 Biggest Price Target Changes For Thursday,2019-07-18,XOM
"Exxonmobil  Signs Collaboration Agreement To Accelerate Development Of Open Process Automation Systems; Companies Currently Included In Collaboration Are Aramco Services Company, BASF, ConocoPhillips Company, Dow Chemical Co.",2019-07-18,XOM
"Benzinga's Top Upgrades, Downgrades For July 18, 2019",2019-07-18,XOM
"RBC Capital Downgrades Exxon Mobil to Sector Perform, Lowers Price Target to $90",2019-07-18,XOM
ExxonMobil Begins Production On Beaumont High-Performance Polyethylene Line,2019-07-24,XOM
Shares of several oil and gas companies are trading lower on seemingly no sector-specific news. The weakness in price action can potentially be attributed to weakness in the overall market.,2019-07-25,XOM
Carter Worth's Long And Short Picks Ahead Of Earnings,2019-07-29,XOM
An Eventful Energy Week Looms For These ETFs,2019-07-29,XOM
"ExxonMobil Reports Its Chemical Synthetics Unit Raised Synthetic Base Stock Production Capacity: Low-Viscosity PAO Annual Global Capacity 209K Tons, High-Viscosity PAO 92K Tons, Esters, Alkylated Naphthalenes 67K Tons",2019-07-30,XOM
'Fire at Exxon facility in Baytown; no shelter in place at this time' -KIII 3 News,2019-07-31,XOM
"ExxonMobil Spokesperson Says 37 Workers Were Treated For 'Minor' Burns At Baytown Plant, Co. Working To Shut down Units To Isolate Source Of Fire At Baytown Olefins Plant",2019-07-31,XOM
"LyondellBasell Shares Up ~1% Over Last Couple Hours Amid Incident/Fire At ExxonMobil Baytown, Texas Plant; Fire Is In Unit Which Contains Polypropylene Material, A Material LyondellBasell Also Produces",2019-07-31,XOM
"Seeing Reports Of Explosion And Fire At ExxonMobil Oil Refinery In Baytown, TX",2019-07-31,XOM
ExxonMobil Reports 6 Non-Life Threatening Injuries At Baytown Complex,2019-07-31,XOM
"ExxonMobil Shares Unaffected As Hearing Harris County, Texas Has Filed Suit Against Co. Related To Baytown Olefins Plant Fire",2019-08-01,XOM
Q2 Earnings Preview For Exxon Mobil,2019-08-01,XOM
"Chevron, IBM And More 'Fast Money Halftime Report' Picks From August 1",2019-08-01,XOM
Exxon Mobil Trades Higher On Q2 Earnings Beat,2019-08-02,XOM
"Earnings Scheduled For August 2, 2019",2019-08-02,XOM
Mid-Morning Market Update: Markets Open Lower; Exxon Mobil Earnings Beat Estimates,2019-08-02,XOM
"10 Stocks To Watch For August 2, 2019",2019-08-02,XOM
Exxon Mobil Q2 EPS $0.73 Beats $0.69 Estimate,2019-08-02,XOM
ExxonMobil Surprises With Earnings Beat After Massive Miss Last Quarter,2019-08-02,XOM
"Shares of several oil & gas companies are trading lower on continued momentum from renewed US-China trade tensions. While stocks in the sector are trading lower, crude oil futures are rebounding, but are still trading lower since Trump's tweet.",2019-08-02,XOM
Mid-Afternoon Market Update: Crude Oil Up Over 3%; Natural Grocers Shares Spike Higher,2019-08-02,XOM
