Date,Header,Content
2009-04-19,Hòa Phát công bố lãi 300 tỷ đồng trong quý I/2009,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Theo thông tin công bố chính thức từ Tập đoàn Hòa Phát, tổng kết quý I năm 2009, Tập đoàn Hòa Phát đạt doanh thu 1.612 tỷ đồng, lợi nhuận sau thuế là 300 tỷ đồng. Như vậy, HPG đã đã đạt gần 52% (trong tổng 585 tỷ đồng) kế hoạch lợi nhuận sau thuế năm 2009 đặt ra đầu năm. Chỉ nửa đầu tháng 4, sản lượng tiêu thụ thép xây dựng Hòa Phát đã đạt 20.000 tấn, tương ứng với 74% so với kế hoạch đặt ra trong cả tháng. Sản lượng sản xuất trong nửa đầu tháng 4 đạt trên 15.000 tấn. Trước đó, ngày 16/04 vừa qua, HPG đã hoàn tất việc chốt danh sách cổ đông để trả 10% cổ tức lần 3 năm 2008. Tổng cổ tức chia năm 2008 của HPG là 30%. Vũ Minh"
2009-04-21,HPG: Vợ ông Don Di Lam – TV.HĐQT đã bán 210.000 cổ phiếu HPG,HPG: Vợ ông Don Di Lam – TV.HĐQT đã bán 210.000 cổ phiếu HPG
2009-05-04,"Kết quả kinh doanh quý 1 của các ""trụ cột""","FPT&VNM&PVD&HPG&PPC&SSI&ACB&STB&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Doanh thu của Vinamilk chỉ tăng 19% từ 1.777 tỷ lên 2.113 tỷ nhưng lợi nhuận lại tăng tới 77% từ 330,8 tỷ lên 584,3 tỷ đồng. Lợi nhuận Vinamilk tăng mạnh chủ yếu là do tăng trưởng doanh thu cùng tỷ lệ giá vốn hàng bán giảm xuống. Bên cạnh đó, lợi nhuận từ việc chuyển nhượng phần vốn tại liên doanh SABMiller Việt Nam cũng được hạch toán vào quý này. Kết quả kinh doanh của PVD cũng rất khả quan mặc dù giá dầu không còn cao như năm trước. Doanh thu thuần và lợi nhuận trước thuế của PVD tăng trưởng lần lượt 28,1% và 35,6%. Năm 2009, PV Drilling đặt ra hai phương án doanh thu - lợi nhuận căn cứ trên giá dầu thô ước tính. Phương án 1 là 3.500 tỷ doanh thu và 770 tỷ đồng lợi nhuận trước thuế (giá dầu 50 USD/thùng) và phương án 2 là 4.000 tỷ đồng doanh thu và 884 tỷ đồng lợi nhuận trước thuế (giá dầu 60-70 USD/thùng). Lợi nhuận của FPT cũng tăng hơn 29% từ 303 tỷ lên hơn 391 tỷ đồng dù doanh thu giảm 10,6%. Với 3.929 tỷ đồng doanh thu, FPT vẫn giữ vị trí dẫn đầu về doanh thu trong số các doanh nghiệp niêm yết. Xét về tốc độ tăng trưởng doanh thu, DPM dẫn đầu khi doanh thu tăng gấp đôi so với cùng kỳ từ 971 tỷ lên 1.949 tỷ đồng. Tuy nhiên, các loại chi phí cũng tăng lên đáng kể như giá vốn hàng bán tăng 2,7 lần, chi phí quản lý doanh nghiệp và chi phí bán hàng tăng 4-5 lần. Do đó, lợi nhuận trước thuế đã giảm 10,8% từ 422,3 tỷ xuống còn 376,6 tỷ đồng. Do sự đi xuống của thị trường thép nên doanh thu và lợi nhuận của Hòa Phát đều giảm 31% so với cùng kỳ, tương ứng đạt 1.587 tỷ và 359 tỷ đồng. Năm nay, Hòa Phát chỉ đặt mục tiêu lợi nhuận khá “khiêm tốn” là 585 tỷ đồng lợi nhuận sau thuế, giảm 32% so với mức 859 tỷ đồng đạt được trong năm trước. Như vậy, kết thúc quý 1, Hòa Phát đã hoàn thành được 52% kế hoạch. Hai ngân hàng ACB và Sacombank đều có tăng trưởng dương về doanh thu nhưng lợi nhuận vẫn giảm nhẹ. Lợi nhuận trước thuế của ACB giảm 9,8% xuống 462,5 tỷ còn Sacombank giảm 4,9% xuống 392 tỷ đồng. PVFC kết thúc quý 1 với chỉ 25,4 tỷ đồng lợi nhuận, khá thấp so với mục tiêu đề ra cho cả năm 2009 là 400 tỷ đồng. SSI là cổ phiếu dẫn đầu về suy giảm cả doanh thu lẫn lợi nhuận: Doanh thu giảm từ 385 tỷ xuống 105 tỷ (-73%) và lợi nhuận giảm từ 121 tỷ xuống 36 tỷ đồng (-72%). Tuy nhiên, với kết quả này, tình hình kinh doanh của SSI vẫn tốt hơn so với đa số các công ty chứng khoán khác (BVS lãi 3,7 tỷ, KLS lỗ 3,5 tỷ…). HAGL, với 909 tỷ đồng doanh thu và 359 tỷ đồng lợi nhuận trước, đã hoàn thành được 29% kế hoạch doanh thu và 31,2% kế hoạch lợi nhuận cả năm. Kết quả kinh doanh quý 1/2009 và quý 1/2008 của những cổ phiếu có vốn hóa lớn nhất K.A.L"
2009-05-19,"HPG: 4 tháng đạt 69% kế hoạch lợi nhuận năm, dự kiến nâng cổ tức thêm 10%","HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Chiều nay (19/5), Tập đoàn Hòa Phát vừa đưa ra công bố trong tháng 4 vừa qua Hòa Phát đạt 648 tỷ đồng doanh thu và 102 tỷ đồng lợi nhuận sau thuế. Theo đó, lũy kế bốn tháng đầu năm 2009, doanh thu là 2.260 tỷ đồng, lợi nhuận sau thuế là 402 tỷ đồng. Căn cứ trên phương hướng sản xuất, kinh doanh năm 2009 đã được phê duyệt với mục tiêu đạt 6.318 tỷ đồng doanh thu và 585 tỷ đồng lợi nhuận sau thuế thì sau 4 tháng HPG đã đạt 36% kế hoạch doanh thu và 69% kế hoạch lợi nhuận cả năm. Nhờ gói kích cầu tiêu dùng và các biện pháp hỗ trợ của Chính Phủ, sản lượng tiêu thụ thép của Hòa Phát tháng 4 tăng đáng kể. Sản lượng tiêu thụ thép xây dựng tháng 4 của Hòa Phát đạt 32.600 tấn, cao nhất từ đầu năm đến nay, nâng tổng sản lượng tiêu thụ 4 tháng đầu năm lên hơn 105.000 tấn. Nhà máy cán thép của Hòa Phát đã hoạt động trên 100% công suất, chạy thêm vào giờ cao điểm để tăng sản lượng cán lên trên 1.000 tấn/ngày. HPG cho biết: với kết quả kinh doanh thuận lợi hiện nay, Hội đồng Quản trị Tập đoàn dự kiến sẽ hoàn thành vượt mức kế hoạch lợi nhuận năm 2009, trên cơ sở đó dự kiến sẽ nâng mức trả cổ tức bằng tiền mặt từ 20% (đã được thông qua tại Đại hội cổ đông) lên mức 30%. Vũ Minh"
2009-05-19,Cổ phiếu thép tăng tốc,"HSG&HPG&HLA&SMC&&HMC&KKC&VGS&VIS&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Tính từ đầu tháng Năm tới ngày 18/5, ngoại trừ NVC thì các cổ phiếu thép khác đều có mức tăng khá cao. Dẫn đầu là HSG khi tăng 46% từ 16.100 đồng lên 23.500 đồng. Một điểm đáng chú ý là khối lượng giao dịch của HSG trong thời gian này khá lớn, bình quân hơn 555 nghìn đơn vị/phiên. Các cổ phiếu khác có mức tăng cao là SMC (40,6%), HLA (31,8%), HMC (25%), HPG (22,8%)… Diễn biến giá HSG và SMC trong 1 tháng qua Hầu hết các cổ phiếu này mới bắt đầu tăng mạnh từ tuần trước và nhiều khả năng sẽ tiếp tục duy trì đà đi lên trong tuần này. Một số cổ phiếu chưa tăng mạnh trong thời gian trước có thể sẽ sớm nhập cuộc. Kết thúc ngày 18/5, VGS có phiên tăng trần thứ 2 với lượng dư mua giá trần cuối ngày còn hơn 1 triệu đơn vị. Bên cạnh xu hướng chung của thị trường, sự tăng giá mạnh của các cổ phiếu này có thể bắt nguồn từ hai nguyên nhân: kết quả kinh doanh tốt trong tháng Tư và sự chuyển hướng của nhà đầu tư sang nhóm các cổ phiếu nhỏ (ngoại trừ HPG thuộc nhóm bluechip). Trong tháng Tư, doanh thu và lợi nhuận của nhiều doanh nghiệp ngành thép đã tăng mạnh so với kết quả đạt được trong quý 1. CTCP Tập đoàn Hoa Sen thông báo đạt 257 tỷ đồng doanh thu (bằng 45,5% quý 1) và 21,5 tỷ đồng lợi nhuận sau thuế (bằng 136% quý 1). Tập đoàn Hòa Phát ước đạt 648 tỷ đồng doanh thu và 102 tỷ đồng lợi nhuận sau thuế. Lũy kế bốn tháng đầu năm 2009, doanh thu và lợi nhuận sau thuế đạt lần lượt là 2.260 tỷ đồng và 402 tỷ đồng (đạt 36% kế hoạch doanh thu và 69% kế hoạch lợi nhuận cả năm). Một số doanh nghiệp khác như SMC, HLA cũng thu được các kết quả quan. Ông Phan Văn Dũng, Giám đốc tài chính CTCP Hữu Liên Á Châu (HLA) cho biết, tính đến hết tháng 4/2009, doanh thu của Công ty đạt 654 tỷ đồng, trong đó, doanh thu từ xuất khẩu chiếm 12%; lợi nhuận trước thuế 23,75 tỷ đồng. Quốc Thắng"
2009-06-03,HPG: Tháng 5 tiêu thụ thép vượt kế hoạch 14%,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Thông tin từ Phòng Kinh doanh Công ty Cổ phần Tập đoàn Hòa Phát, lũy kế 5 tháng đầu năm 2009, Hòa Phát đã tiêu thụ được 137.000 tấn thép xây dựng, vượt 8% so với cùng kỳ năm ngoái. Trong tháng 5, thép Hòa Phát tiếp tục cung cấp cho các dự án lớn như: đường cao tốc Cầu Giẽ, Ninh Bình; Khu đô thị Xa la, chung cư Viglacera, Tòa nhà Tài chính Dầu khí, Cao ốc văn phòng Liễu Giai, Khu công nghiệp Ngọc Hồi (Hà Nội), Nhà máy Xi măng Nghi Sơn (Thanh Hóa), Khu công nghiệp Đại An (Hải Dương), cầu Sìn Hồ, Thủy điện bản Chát (Lai Châu); Tòa nhà Hành chính đa năng (TP Đà Nẵng)…. Nhà máy Cán thép của HPG đạt gần 32.000 tấn thép xây dựng, hoàn thành kế hoạch đặt ra, kịp thời cung ứng hàng cho thị trường. P.T"
2009-06-15,HPG đạt 87% kế hoạch lợi nhuận năm sau 5 tháng,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Nếu so sánh so với kết quả tháng 4 thì tháng này HPG đạt con số lợi nhuận tương đương (102 tỷ), trong khi doanh thu có nhỉnh hơn 5 tỷ đồng. Lũy kế 5 tháng đầu năm, doanh thu HPG là 2.913 tỷ đồng, đạt 46% kế hoạch năm và lợi nhuận sau thuế 506 tỷ đồng, đạt 87% kế hoạch năm. Trong tháng 5, Hòa Phát đã tiêu thụ được 30.194 tấn thép xây dựng, vượt 14% so kế hoạch. Lũy kế 5 tháng đầu năm 2009, tổng lượng thép xây dựng tiêu thụ được là 137.000 tấn, vượt 8% so với cùng kỳ năm ngoái. Ngoài ra, tập đoàn này công bố tháng 5 ghi nhận mức tiêu thụ cao nhất từ trước đến nay của các sản phẩm điện lạnh Hòa Phát mang thương hiệu Funiki. Lượng xuất bán điều hòa Funiki trung bình trong những ngày qua đều đạt trên 1000 bộ/ngày và dự kiến vẫn tiếp tục tăng trong tháng cao điểm mùa hè này. Theo HPG V.Minh"
2009-06-18,HPG tăng kế hoạch lợi nhuận 2009 từ 585 tỷ lên 920 tỷ đồng LNST,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Kế hoạch doanh số toàn Tập đoàn năm 2009 theo quyết định mới từ Hội đồng quản trị được điều chỉnh từ 6.372 tỷ đồng lên 7.000 tỷ đồng. Lợi nhuận sau thuế năm 2009 từ 585 tỷ đồng lên 920 tỷ đồng. Mức chia cổ tức năm 2009 tăng từ 20% lên 30% Theo tập đoàn này công bố, tổng kết 5 tháng, doanh thu toàn Tập đoàn là 2.913 tỷ đồng đạt 46% kế hoạch cả năm, lợi nhuận sau thuế 506 tỷ đồng đạt 87% kế hoạch cả năm. Ước tính 6 tháng đầu năm 2009, Tập đoàn Hòa Phát sẽ đạt khoảng 3.500 tỷ đồng, tương ứng với 56% kế hoạch năm và lợi nhuận sau thuế đạt 112% kế hoạch năm với số tuyệt đối khoảng 650 tỷ đồng. Kết thúc phiên giao dịch ngày 18/6, cổ phiếu HPG tăng 500 đồng lên 57.500 đồng với 1,18 triệ đơn vị được chuyển nhượng. V.Minh"
2009-06-19,HPG: Điều chỉnh tăng kế hoạch lợi nhuận năm 2009 từ 585 tỷ lên 920 tỷ đồng,HPG: Điều chỉnh tăng kế hoạch lợi nhuận năm 2009 từ 585 tỷ lên 920 tỷ đồng
2009-07-01,HPG: Bà Vũ Thanh Thủy – TV.BKS được ủy quyền CBTT,HPG: Bà Vũ Thanh Thủy – TV.BKS được ủy quyền CBTT
2009-07-03,HPG: Năng lượng Hòa Phát dự kiến ra sản phẩm vào tháng 12/2009,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI CTCP Năng lượng Hòa Phát - tiền thân là CTCP Năng lượng Hiệp Sơn được thành lập ngày 01/11/2006 với chức năng sản xuất và tiêu thụ than cốc, sản xuất và kinh doanh các phụ liệu, chất phụ gia của ngành than; mua bán vật liệu xây dựng, vật tư máy móc, thiết bị sản xuất công nghiệp, phát và truyền dẫn điện… Ngày 25/03/2008, Công ty đã khởi công xây dựng Nhà máy Sản xuất than cốc và Nhiệt điện Hòa Phát tại xã Hiệp Sơn, huyện Kinh Môn, tỉnh Hải Dương. Tổng mức đầu tư cho cả 2 giai đoạn là 2.100 tỷ đồng, tổng công suất thiết kế là 700.000 tấn than cốc thành phẩm/năm. Nhà máy được áp dụng công nghệ và thiết bị tiên tiến nhất trong lĩnh vực sản xuất than cốc. Vì vậy, ngoài sản phẩm chính là than cốc luyện kim chất lượng cao phục vụ ngành luyện kim, Nhà máy còn có trạm phát điện nhiệt dư 2 x 15 MW, cung cấp mỗi năm khoảng 200 triệu kWh điện thương phẩm. Khi đi vào hoạt động, trong giai đoạn I, Nhà máy ước đạt doanh thu mỗi năm khoảng 1.750 tỷ đồng, tạo cơ hội việc làm cho khoảng 300 lao động các nghành nghề. Khi hoàn thiện giai đoạn II, Nhà máy sẽ nâng mức doanh thu mỗi năm lên gấp đôi, tạo việc làm cho gần 500 lao động. Hiện nay, Nhà máy đã hoàn thiện 2 trong 4 cụm lò đầu tiên. Dự kiến, ngày 15.07.2009, Nhà máy sẽ triển khai sấy lò. Sau 2 tháng sấy lò, Nhà máy sẽ đón sản phẩm than cốc đầu tiên vào khoảng đầu tháng 12.2009. Thị trường than cốc của Công ty được xác định chủ yếu cung cấp cho Khu liên hợp Sản xuất Gang thép của Tập đoàn Hòa Phát đang triển khai tại Kinh Môn, Hải Dương. Lượng sản phẩm than cốc còn lại khoảng 200.000 tấn mỗi năm sẽ hướng tới phục vụ xuất khẩu và nhu cầu nội địa. Theo Hòa Phát Quốc Thắng"
2009-07-07,HPG: Đưa hệ thống tái thu hồi bụi kẽm vào hoạt động thành công,"HPG&: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Sau một thời gian nghiên cứu và chạy thử thành công, Nhà máy Ống thép Hòa Phát tại Hưng Yên đã vận hành và đưa vào sử dụng hệ thống tái thu hồi bụi kẽm cho dây chuyền mạ sử dụng công nghệ lọc túi tại Phân xưởng mạ số 2. Hệ thống này do chính Nhà máy tự thiết kế, chế tạo, mang lại hiệu quả cao trong việc cải tạo môi trường sản xuất, giảm tiêu hao và tăng năng suất lao động. Theo ông Nguyễn Đức Cơ - Giám đốc Nhà máy Ống thép Hòa Phát tại Hưng Yên, hệ thống tái thu hồi bụi kẽm mới được áp dụng có nhiều ưu điểm như: thu hồi lượng bụi kẽm lớn, thao tác và vận hành dễ dàng, thân thiện với môi trường. Hệ thống này cũng sẽ sớm được triển khai tại Nhà máy Ống thép Hòa Phát tại Bình Dương. Hệ thống tái thu hồi bụi kẽm không những giúp doanh nghiệp này tiết kiệm một phần không nhỏ chi phí mà còn giúp nhà máy giảm thiểu lượng bụi kẽm vào môi trường. Thanh Hương Theo HPG"
